"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1680","verifyResponse","Surefire suite","Tue Jul 08 08:33:23 GMT 2025","passed","Tue Jul 08 08:33:25 GMT 2025","APIBasics.APITest","Surefire test","APIBasics.APITest","verifyResponse"
