"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1770","verifyResponse","Surefire suite","Sun Jul 06 14:14:56 GMT 2025","passed","Sun Jul 06 14:14:58 GMT 2025","APIBasics.APITest","Surefire test","APIBasics.APITest","verifyResponse"
